Abelar_Hightower
Gwayne_Hightower
Gwin_Goodbrother
Gwynesse_Harlaw
Gylbert_Farwynd
Lonely_Light
Gyldayn
Dance_of_the_Dragons
Gyleno_Dothare
Gyles
Gyles_Farwynd
Gyles_III_Gardener
Gyles_Grafton
Gyles_Rosby
Rosby
Gyloro_Dothare
Gynir
Gysella_Goodbrother
Haegon_Blackfyre
Haggo
Haggon
Hairy_Hal
Hake
Hal_(Hog)
Halder
Haldon
Hali
Hallis_Mollen
Hallyne
Alchemists%27_Guild
King%27s_Landing
Halmon_Paege
Halys_Hornwood
Hornwood
Hamish_the_Harper
Harbert
Storm%27s_End
Harbert_Paege
Hareth_(Maester)
Hareth_(Mole%27s_Town)
Mole%27s_Town
Harghaz
Harlan_Grandison
Harlan_Hunter
Harle_the_Handsome
Harle_the_Huntsman
Harlen_Tyrell
Harlon_Botley
Harlon_Greyjoy
Harma
Mance_Rayder
Harmen_Uller
Hellholt
Harmond_Umber
Last_Hearth
Harmund_Sharp
Harmune
Harodon
Harra
Harrag_Hoare
Harrag_Sharp
Harras_Harlaw
Harren_Botley
Harren_Half-Hoare
Harren_Hoare
Harrenhal
Harrion_Karstark
Harrold_Hardyng
Harrold_Osgrey
Harrold_Westerling
Harry_Sawyer
Harry_Strickland
Golden_Company
Harsley
Harwin
Harwin_Strong
Harwood_Fell
Harwood_Stout
Harwyn_Hoare
Harwyn_Plumm
Harys_Haigh
Harys_Swyft
Hayhead
Hazrak_zo_Loraq
Hazzea
Helaena_Targaryen
Helicent_Uffering
Coldmoat
Helliweg
Helly
Helman_Tallhart
Torrhen%27s_Square
Helya
Hendry_Bracken
Henk
Henly_(Maester)
Henly_(House_Ashford)
Herbert_Bolling
Heward
Hibald
High_Sparrow
Hilmar_Drumm
Hizdahr_zo_Loraq
Lord_Commander_Hoare
Hoarfrost_Umber
Last_Hearth
Hobb
Hobber_Redwyne
Hod
Hodor
Hoke
Holger
Holly
Spearwife
Hop-Robin
Horas_Redwyne
Horton_Redfort
Hosman_Norcross
Hosteen_Frey
Hoster_Frey
Hoster_Tully
Hot_Pie
Hother_Umber
Hotho_Harlaw
Howd_Wanderer
Free_Folk
Howland_Reed
Greywater_Watch
Hubard_Rambton
Crownlands
Hugh
Hugh_Beesbury
Hugh_Hammer
Hugo_Vance
Hugo_Wull
Hugor_of_the_Hill
Andals
Hullen
Humfrey_Beesbury
Humfrey_Clifton
Humfrey_Hardyng
Humfrey_Hewett
Humfrey_Swyft
Humfrey_Wagstaff
Hunnimore
Husband
Ruby_Ford
Hyle_Hunt
Iggo
Brave_Companions
Igon_Vyrwel
Highgarden
Illifer
Illyrio_Mopatis
Pentos
Ilyn_Payne
Imry_Florent
Iron_Emmett
Ironbelly
Irri
Jacelyn_Bywater
Jack-Be-Lucky
Jacks
Jaehaera_Targaryen
Jaehaerys_I_Targaryen
Jaehaerys_Targaryen_(son_of_Aegon_II)
Jaehaerys_II_Targaryen
Jafer_Flowers
Jaggot
Jaime_Frey
Jaime_Lannister
Jalabhar_Xho
Summer_Islands
Jammos_Frey
Janei_Lannister
Janna_Tyrell
Janos_Slynt
Jaqen_H%27ghar
Jared_Frey
Jaremy_Rykker
Jarl
Jarmen_Buckwell
Jason_Mallister
Jason_Lannister
Jasper_Arryn
Jasper_Wylde
Jasper_Redfort
Horton_Redfort
Jasper_Waynwood
Jate
Jate_Blackberry
Jayde
Jayne_Bracken
Jeffory_Mallister
Jeffory_Norcross
Jenny_(Oldstones)
Jeor_Mormont
Jeren
Squinty_Jeyne
Jeyne_Arryn
Jeyne_Beesbury
Jeyne_Darry
Jeyne_Fossoway
Jeyne_Goodbrook
Jeyne_Heddle
Jeyne_Lothston
Jeyne_Lydden
Jeyne_Poole
Jeyne_Rivers
Jeyne_Swann
Jeyne_Waters
Jeyne_Westerling_(wife_of_Maegor_I)
Jeyne_Westerling
Jhaqo
Jhezane
Jhiqui
Jhogo
Joanna_Lannister
Joanna_Swyft
Jocelyn_Swyft
Jodge
Joffrey_Baratheon
Robert_Baratheon
Joffrey_Caswell
Joffrey_Lonmouth
Johanna_Swann
Jojen_Reed
Greywater_Watch
Jommo
Jommy
Jon_Arryn
Hand_of_the_King
Jon_Bettley
Jon_Brax
Jon_Bulwer
Jon_Connington
Jon_Cupps
Jon_Fossoway
House_Fossoway_of_New_Barrel
Jon_Heddle
Jon_Hollard
Jon_Lynderly
Snakewood
Jon_Myre
Jon_O%27Nutten
Jon_Penny
Crossroads_Inn
Jon_Penrose
Jon_Pox
Jon_Redfort
Jon_Snow
Jon_Umber_(Greatjon)
Last_Hearth
Jon_Umber_(Smalljon)
Jon_Vance
Jon_Waters
Jon_Wylde
Jonelle_Cerwyn
Medger_Cerwyn
Jonnel_Stark
Jonos_Bracken
Stone_Hedge
Jonos_Frey
Jonos_Stark
Jonothor_Darry
Jorah_Mormont
Bear_Island
Jorah_Stark
Joramun
Jorelle_Mormont
Jorgen
Jorquen
Jory_Cassel
Joseran
Joseth
Joseth_Mallister
Josmyn_Peckledon
Joss
Joss_Stilwood
Joss_the_Gloom
Josua_Willum
Joth_Quickbow
Jothos_Slynt
Joy_Hill
Joyeuse_Erenford
Walder_Frey
Jurne
Justin_Massey
Jyana
Jyanna_Frey
Jyck
Jynessa_Blackmont
Jyzene
Kaeth
Lives_of_Four_Kings
Karlon_Stark
House_Karstark
Karyl_Vance
Wayfarer%27s_Rest
Kedge_Whiteye
Kedry
Kegs
Kella
Kemmett_Pyke
Kenned
Kennos_of_Kayce
Horn_of_Herrock
Ketter
Kevan_Lannister
Kezmya
Khorane_Sathmantes
Khrazz
Kindly_Man
Faceless_Men
Kirby_Pimm
Kirth_Vance
House_Templeton
Kojja_Mo
Cinnamon_Wind
Koss
Kraznys_mo_Nakloz
Krazz
Kromm
Kurleket
Mountains_of_the_Moon
Kurz
Kyle
Kyle_(brotherhood)
Brotherhood_without_banners
Kyle_Condon
Kyle_Royce
Kyleg
Free_folk
Kym
Kyra
Winterfell
Kyra_Frey
Lady_of_the_Leaves
Laena_Velaryon
Laenor_Velaryon
Lambert_Turnberry
Lamprey
Dragonstone
Lancel_V_Lannister
King_of_the_Rock
Lancel_Lannister
Robert_Baratheon
Lann_the_Clever
Lanna
Lanna_(Happy_Port)
Happy_Port
Lanna_Lannister
Larence_Snow
Lark
Larra_Blackmont
Larraq
Larys_Strong
Layna
Leana_Frey
Leathers
Wildling
Left_Hand_Lew
Lem
Lem_(Standfast)
Lenn
Lennocks
Lenwood_Tawney
Lenyl
Leo_Blackbar
Leo_Lefford
Golden_Tooth
Leo_Tyrell
Citadel
Leo_Tyrell_(Longthorn)
Leo_Tyrell_(son_of_Victor)
Leobald_Tallhart
Torrhen%27s_Square
Leona_Tyrell
Leona_Woolfield
Leonella_Lefford
Leonette_Fossoway
Leslyn_Haigh
Lester
House_Lannister
Lester_Morrigen
Crows_Nest
Lew_(guard)
Lewis_Lanster
Windblown
Lewyn_Martell
Kingsguard
Lewys_the_Fishwife
Lewys_Lydden
Lewys_Piper
Leyla_Hightower
Leyton_Hightower
Oldtown
Lharys
Lia_Serry
Liane_Vance
Likely_Luke
Brotherhood_without_banners
Lister
Lollys_Stokeworth
Lomas_Estermont
Lommy_Greenhands
Night%27s_Watch
Lomys
Long_Lew
Loras_Tyrell
Lorcas
Loren_Lannister
Lorent_Lorch
Lorent_Marbrand
Lorent_Tyrell
Loreza_Sand
Lorimer
Lormelle
Lorren
Lothar
Lothar_Frey
Lothar_Mallery
Lotho_Lornel
Braavos
Lothor_Brune
Lucamore_Strong
Lucan
Lucantine_Woodwright
Lucas_Blackwood
Raventree_Hall
Lucas_Codd
Lucas_Corbray
Lucas_Inchfield
Lucas_Lothston
Lucas_Nayland
Lucas_Roote
Lucas_Tyrell
Luceon_Frey
Most_Devout
Lucias_Vypren
Lucifer_Hardy
Lucimore_Botley
Lucion_Lannister
Luco_Prestayn
Lucos
Lucos_Chyttering
Luke_of_Longtown
Lum
Luthor_Tyrell
Luthor_Tyrell_(son_of_Moryn)
Moryn_Tyrell
Luthor_Tyrell_(son_of_Theodore)
Theodore_Tyrell
Luton
Luwin
Lyanna_Mormont
Lyanna_Stark
Lyessa_Flint
Widow%27s_Watch
Lyle_Crakehall
Lyman_Beesbury
Lyman_Darry
Lymond_Goodbrook
Lymond_Lychester
Lymond_Mallister
Lymond_Vikary
Lyn_Corbray
Lync
Lynesse_Hightower
Lyonel_(knight)
Lyonel_Baratheon
Lyonel_Bentley
Lyonel_Corbray
Lyonel_Frey
Lyonel_Selmy
Lyonel_Strong
Lyonel_Tyrell_(lord)
Lyonel_Tyrell_(son_of_Leo)
Lyra_Mormont
Lysa_Arryn
House_Tully
Lysa_Meadows
Lysono_Maar
Golden_Company
Lythene_Frey
Mace_Tyrell
Mad_Huntsman
Brotherhood_without_banners
Maddy
Maege_Mormont
Bear_Island
Maegelle_Frey
Maegor_I_Targaryen
Maekar_Targaryen
Maelor_Targaryen
Maelys_Blackfyre
Maerie_(Goodwife)
Maerie_(Whore)
Mag_Mar_Tun_Doh_Weg
Giants
Maggy
Mago
Malcolm
Mallador_Locke
Malleon
Malliard
Mallor
Mallor_the_Dornishman
Malwyn_Frey
Mance_Rayder
Mandon_Moore
Manfred_Dondarrion
Manfred_Lothston
Manfred_Swann
Manfrey_Martell
Manfryd_Lothston
Manfryd_Yew
Marei
Margaery_Tyrell
Marghaz_zo_Loraq
Margot_Lannister
Marianne_Vance
Maric_Seaworth
Marillion
Maris
Marissa_Frey
Mariya_Darry
Mark_Mullendore
Mark_Ryswell
Marlon_Manderly
Maron_Botley
Maron_Greyjoy
Greyjoy%27s_Rebellion
Maron_Martell
Maron_Volmark
Marq_Grafton
Marq_Piper
Pinkmaiden
Marq_Rankenfell
Marsella_Waynwood
Matarys_Targaryen
Martyn_Cassel
Martyn_Lannister
Martyn_Mullendore
Martyn_Rivers
Marwyn
Maesters#Archmaester
Marwyn_Belmore
Marya_Seaworth
Masha_Heddle
Maslyn
Matarys_Targaryen
Mathis_Frey
Mathis_Rowan
Goldengrove
Mathos_Mallarawan
Matrice
Matt
Matthar
Matthos_Seaworth
Mawney
Maynard
Maynard_Plumm
Mazdhan_zo_Loraq
Mebble
Medgar_Tully
Medger_Cerwyn
Medwick_Tyrell
Meera_Reed
Meg
Megga_Tyrell
Meha
Meizo_Mahr
Mela
Melaquin
Melara_Crane
Melara_Hetherspoon
Meldred_Merlyn
Pebbleton
Melesa_Crakehall
Melessa_Florent
Meliana
Melicent
Melisandre
Asshai
Melissa_Blackwood
Mellara_Rivers
Mellei
Mellos
Melly
Melwyn_Sarsfield
Melwys_Rivers
Meralyn
Happy_Port
Meredyth_Crane
Merianne_Frey
Meribald
Merling_Queen
Merlon_Crakehall
Mern_Gardener
Mero
Second_Sons
Merrell_Florent
Merrett_Frey
Merrit
Merry_Meg
Meryn_Trant
Mezzara
Michael_Mertyns
Mikken
Miklaz
Mina_Tyrell
Minisa_Whent
Mirri_Maz_Duur
Missandei
Moelle
Mohor
Mollander
Mollos
Monford_Velaryon
Monster
Monterys_Velaryon
Moon_Boy
Moonshadow
Moqorro
Mord
Mordane
Moredo_Prestayn
Vixen
Moreo_Tumitis
Morgarth
Morgil
Moribald_Chester
Morna_White_Mask
Free_folk
Moro
Dothraki
Khal
A_Game_of_Thrones
Moro_(Century_of_Blood)
Kingdom_of_Sarnor
Morosh_the_Myrman
Morra
Morrec
Morros_Slynt
Mors_Manwoody
Mors_Martell
Mors_Martell_(brother_of_Doran)
Mors_Umber
Mortimer_Boggs
Morton_Waynwood
Morya_Frey
Moryn_Tyrell
Mother_Mole
Free_folk
Woods_witch
Mudge_(brotherhood)
Mudge_(miller)
Mudge_(swineherd)
Mullin
Mully
Munciter
Munda
Murch
Night%27s_Watch
Murch_(Winterfell)
House_Stark
Murenmure
Murmison
Mushroom
Viserys_I_Targaryen
Muttering_Bill
Mya_Stone
Mycah
Mychel_Redfort
Mylenda_Caron
Myles
Myles_(squire)
Myles_Manwoody
Myles_Mooton
Myles_Smallwood
Myranda_Royce
Myrcella_Baratheon
Myria_Jordayne
Tor
Myriah_Martell
